Review,Actual,Predicted,Probability
0,Negative,Positive,0.55534256
0,Negative,Positive,0.8911297
0,Negative,Positive,0.5552352
0,Negative,Positive,0.55689245
0,Negative,Positive,0.5543867
0,Negative,Positive,0.55532956
0,Negative,Positive,0.5556739
0,Negative,Positive,0.5541645
0,Negative,Positive,0.55538666
0,Negative,Positive,0.5554214
1,Positive,Negative,0.12649335
0,Negative,Positive,0.5622408
0,Negative,Positive,0.5154784
0,Negative,Positive,0.9959726
0,Negative,Positive,0.5551669
0,Negative,Positive,0.5552205
0,Negative,Positive,0.55557114
0,Negative,Positive,0.55559367
0,Negative,Positive,0.9078887
0,Negative,Positive,0.6478019
0,Negative,Positive,0.55531496
0,Negative,Positive,0.63393104
0,Negative,Positive,0.5553024
0,Negative,Positive,0.5545954
0,Negative,Positive,0.5552502
1,Positive,Negative,0.0019113119
0,Negative,Positive,0.5593869
0,Negative,Positive,0.5409169
0,Negative,Positive,0.5553042
0,Negative,Positive,0.5577209
0,Negative,Positive,0.5565414
0,Negative,Positive,0.55541605
0,Negative,Positive,0.56116015
0,Negative,Positive,0.5554439
0,Negative,Positive,0.54979265
0,Negative,Positive,0.99998206
0,Negative,Positive,0.55532473
0,Negative,Positive,0.55579555
1,Positive,Negative,0.4024684
0,Negative,Positive,0.555514
0,Negative,Positive,0.55543905
0,Negative,Positive,0.5560782
1,Positive,Negative,0.496479
0,Negative,Positive,0.555825
0,Negative,Positive,0.5556641
0,Negative,Positive,0.55587226
0,Negative,Positive,0.55544335
1,Positive,Negative,0.0032575687
0,Negative,Positive,0.5554913
0,Negative,Positive,0.5663621
0,Negative,Positive,0.5554473
0,Negative,Positive,0.9264596
0,Negative,Positive,0.55532837
0,Negative,Positive,0.7724043
0,Negative,Positive,0.5555208
0,Negative,Positive,0.6571174
0,Negative,Positive,0.982885
0,Negative,Positive,0.555412
0,Negative,Positive,0.98872834
0,Negative,Positive,0.5554232
0,Negative,Positive,0.5554867
0,Negative,Positive,0.5542279
0,Negative,Positive,0.54934967
0,Negative,Positive,0.5554022
0,Negative,Positive,0.5540196
0,Negative,Positive,0.8605235
0,Negative,Positive,0.7894965
0,Negative,Positive,0.5554369
0,Negative,Positive,0.5563452
0,Negative,Positive,0.55378944
0,Negative,Positive,0.9976955
0,Negative,Positive,0.554761
0,Negative,Positive,0.65131783
0,Negative,Positive,0.99891144
0,Negative,Positive,0.56997406
0,Negative,Positive,0.56818485
0,Negative,Positive,0.5546293
0,Negative,Positive,0.57534814
0,Negative,Positive,0.5555768
0,Negative,Positive,0.55547667
0,Negative,Positive,0.5554662
0,Negative,Positive,0.56185085
0,Negative,Positive,0.555265
0,Negative,Positive,0.5553623
0,Negative,Positive,0.50836396
0,Negative,Positive,0.6675028
0,Negative,Positive,0.5552431
0,Negative,Positive,0.5551824
0,Negative,Positive,0.55489224
1,Positive,Negative,0.23417692
0,Negative,Positive,0.5555443
1,Positive,Negative,0.004701965
0,Negative,Positive,0.54717857
0,Negative,Positive,0.55539685
0,Negative,Positive,0.55530715
0,Negative,Positive,0.569926
0,Negative,Positive,0.55536693
0,Negative,Positive,0.55557865
0,Negative,Positive,0.5533934
0,Negative,Positive,0.55541253
0,Negative,Positive,0.555221
0,Negative,Positive,0.55543596
0,Negative,Positive,0.55544215
0,Negative,Positive,0.55572057
0,Negative,Positive,0.55571973
0,Negative,Positive,0.5553682
0,Negative,Positive,0.9991028
0,Negative,Positive,0.5469541
0,Negative,Positive,0.55897856
0,Negative,Positive,0.5556746
0,Negative,Positive,0.5547523
0,Negative,Positive,0.55541617
0,Negative,Positive,0.5512594
0,Negative,Positive,0.5557183
0,Negative,Positive,0.55502206
0,Negative,Positive,0.55542254
0,Negative,Positive,0.555231
0,Negative,Positive,0.5507932
0,Negative,Positive,0.5437355
0,Negative,Positive,0.7364821
0,Negative,Positive,0.55555195
0,Negative,Positive,0.5551277
0,Negative,Positive,0.55522156
0,Negative,Positive,0.55739987
1,Positive,Negative,0.00059255946
0,Negative,Positive,0.55530316
0,Negative,Positive,0.5549075
0,Negative,Positive,0.5554356
0,Negative,Positive,0.5549446
0,Negative,Positive,0.55493176
1,Positive,Negative,0.21244559
0,Negative,Positive,0.6991887
0,Negative,Positive,0.5553996
0,Negative,Positive,0.55539596
0,Negative,Positive,0.58163553
0,Negative,Positive,0.55535364
0,Negative,Positive,0.5553473
0,Negative,Positive,0.55538857
0,Negative,Positive,0.5554454
0,Negative,Positive,0.67660224
0,Negative,Positive,0.5550683
0,Negative,Positive,0.59105146
0,Negative,Positive,0.5554261
0,Negative,Positive,0.5553266
0,Negative,Positive,0.55486345
0,Negative,Positive,0.5554657
0,Negative,Positive,0.5554238
0,Negative,Positive,0.5555179
0,Negative,Positive,0.55509144
0,Negative,Positive,0.5578108
0,Negative,Positive,0.55523765
0,Negative,Positive,0.55543673
0,Negative,Positive,0.55542636
0,Negative,Positive,0.5554621
0,Negative,Positive,0.5555719
0,Negative,Positive,0.5545152
0,Negative,Positive,0.5550466
0,Negative,Positive,0.56042564
0,Negative,Positive,0.5556177
0,Negative,Positive,0.5553718
0,Negative,Positive,0.9973897
0,Negative,Positive,0.56386495
0,Negative,Positive,0.5551617
0,Negative,Positive,0.5541684
0,Negative,Positive,0.55537385
0,Negative,Positive,0.5533615
0,Negative,Positive,0.55556285
0,Negative,Positive,0.55126595
0,Negative,Positive,0.5554134
0,Negative,Positive,0.55599976
0,Negative,Positive,0.83527327
0,Negative,Positive,0.5550545
0,Negative,Positive,0.555351
0,Negative,Positive,0.55517334
0,Negative,Positive,0.9669756
0,Negative,Positive,0.5551305
0,Negative,Positive,0.55538255
0,Negative,Positive,0.5339144
0,Negative,Positive,0.5554624
0,Negative,Positive,0.55571645
0,Negative,Positive,0.5542459
0,Negative,Positive,0.7886918
0,Negative,Positive,0.5555981
0,Negative,Positive,0.5553865
0,Negative,Positive,0.55570525
0,Negative,Positive,0.55541635
0,Negative,Positive,0.55544144
0,Negative,Positive,0.55746675
0,Negative,Positive,0.9752227
0,Negative,Positive,0.9590128
1,Positive,Negative,0.080168694
0,Negative,Positive,0.555479
0,Negative,Positive,0.5688966
0,Negative,Positive,0.5523828
1,Positive,Negative,0.0007006442
0,Negative,Positive,0.5560142
0,Negative,Positive,0.6555269
0,Negative,Positive,0.5553304
0,Negative,Positive,0.55537206
0,Negative,Positive,0.55360377
0,Negative,Positive,0.55537987
0,Negative,Positive,0.55539644
0,Negative,Positive,0.55548346
0,Negative,Positive,0.8750446
0,Negative,Positive,0.55531096
0,Negative,Positive,0.5534891
0,Negative,Positive,0.5547819
0,Negative,Positive,0.5649016
0,Negative,Positive,0.55530715
0,Negative,Positive,0.55586535
0,Negative,Positive,0.5554004
0,Negative,Positive,0.5554424
0,Negative,Positive,0.55508024
0,Negative,Positive,0.555467
0,Negative,Positive,0.55539036
0,Negative,Positive,0.55621195
0,Negative,Positive,0.55558527
0,Negative,Positive,0.5500208
0,Negative,Positive,0.99745715
0,Negative,Positive,0.55566615
0,Negative,Positive,0.5555434
0,Negative,Positive,0.5555457
0,Negative,Positive,0.55535233
1,Positive,Negative,0.03677423
0,Negative,Positive,0.51785636
0,Negative,Positive,0.6464976
0,Negative,Positive,0.9997175
0,Negative,Positive,0.9999363
1,Positive,Negative,0.10227379
0,Negative,Positive,0.55587375
0,Negative,Positive,0.5556448
0,Negative,Positive,0.55533123
0,Negative,Positive,0.5517657
0,Negative,Positive,0.5569279
0,Negative,Positive,0.5554505
0,Negative,Positive,0.55588496
1,Positive,Negative,0.48247623
0,Negative,Positive,0.5554643
0,Negative,Positive,0.555549
0,Negative,Positive,0.55636644
0,Negative,Positive,0.55541146
0,Negative,Positive,0.5510137
0,Negative,Positive,0.5558266
0,Negative,Positive,0.5552093
0,Negative,Positive,0.61619914
0,Negative,Positive,0.55590385
0,Negative,Positive,0.55273694
0,Negative,Positive,0.5553235
0,Negative,Positive,0.9636148
0,Negative,Positive,0.55539656
0,Negative,Positive,0.555357
0,Negative,Positive,0.5537475
0,Negative,Positive,0.55512595
0,Negative,Positive,0.556645
0,Negative,Positive,0.55508965
0,Negative,Positive,0.5550281
0,Negative,Positive,0.55531234
0,Negative,Positive,0.5547845
0,Negative,Positive,0.96288586
0,Negative,Positive,0.55487394
0,Negative,Positive,0.55489683
0,Negative,Positive,0.5553816
0,Negative,Positive,0.5554725
1,Positive,Negative,0.0050304825
0,Negative,Positive,0.5552647
1,Positive,Negative,0.013870723
0,Negative,Positive,0.5554506
0,Negative,Positive,0.55528575
0,Negative,Positive,0.8894943
0,Negative,Positive,0.5553958
0,Negative,Positive,0.55607224
0,Negative,Positive,0.5550706
0,Negative,Positive,0.55560803
0,Negative,Positive,0.9872502
0,Negative,Positive,0.9997175
0,Negative,Positive,0.95045584
0,Negative,Positive,0.5544398
0,Negative,Positive,0.5554206
0,Negative,Positive,0.57655036
0,Negative,Positive,0.55546194
0,Negative,Positive,0.6885281
0,Negative,Positive,0.5560996
0,Negative,Positive,0.5552445
0,Negative,Positive,0.55490005
0,Negative,Positive,0.53724015
0,Negative,Positive,0.58892375
0,Negative,Positive,0.55537635
0,Negative,Positive,0.5553771
0,Negative,Positive,0.55342114
0,Negative,Positive,0.5544389
0,Negative,Positive,0.5538284
1,Positive,Negative,0.1588225
0,Negative,Positive,0.55591524
0,Negative,Positive,0.5552377
0,Negative,Positive,0.5552718
0,Negative,Positive,0.55483615
0,Negative,Positive,0.55529803
0,Negative,Positive,0.55538654
0,Negative,Positive,0.5554003
0,Negative,Positive,0.99913216
0,Negative,Positive,0.55548143
0,Negative,Positive,0.5555526
0,Negative,Positive,0.5554061
0,Negative,Positive,0.546872
0,Negative,Positive,0.55542845
0,Negative,Positive,0.5551474
0,Negative,Positive,0.538234
0,Negative,Positive,0.5553109
0,Negative,Positive,0.55501676
0,Negative,Positive,0.55482644
0,Negative,Positive,0.5583068
0,Negative,Positive,0.5333333
0,Negative,Positive,0.5558727
0,Negative,Positive,0.5559295
0,Negative,Positive,0.5554108
1,Positive,Negative,0.39512363
0,Negative,Positive,0.555253
0,Negative,Positive,0.5557141
0,Negative,Positive,0.55634475
0,Negative,Positive,0.5581593
0,Negative,Positive,0.5552111
0,Negative,Positive,0.98360604
0,Negative,Positive,0.5553011
0,Negative,Positive,0.55699515
0,Negative,Positive,0.5622801
0,Negative,Positive,0.55619717
0,Negative,Positive,0.55112296
0,Negative,Positive,0.55661017
1,Positive,Negative,0.20002876
0,Negative,Positive,0.5554372
0,Negative,Positive,0.5554984
0,Negative,Positive,0.53913426
0,Negative,Positive,0.5576182
0,Negative,Positive,0.53354263
1,Positive,Negative,0.030954707
0,Negative,Positive,0.5555507
0,Negative,Positive,0.5555785
0,Negative,Positive,0.5392917
0,Negative,Positive,0.55537194
1,Positive,Negative,0.017614352
0,Negative,Positive,0.58009577
0,Negative,Positive,0.55547893
0,Negative,Positive,0.55548406
0,Negative,Positive,0.9975821
1,Positive,Negative,0.0028927873
0,Negative,Positive,0.5556493
0,Negative,Positive,0.555497
0,Negative,Positive,0.5603504
0,Negative,Positive,0.81802213
0,Negative,Positive,0.5615801
1,Positive,Negative,0.46255744
0,Negative,Positive,0.5554674
0,Negative,Positive,0.55544597
0,Negative,Positive,0.5558472
0,Negative,Positive,0.5553937
1,Positive,Negative,0.04444931
0,Negative,Positive,0.93566436
0,Negative,Positive,0.5497438
0,Negative,Positive,0.55540025
0,Negative,Positive,0.5552375
0,Negative,Positive,0.5258832
0,Negative,Positive,0.5554655
0,Negative,Positive,0.55561024
0,Negative,Positive,0.55520433
0,Negative,Positive,0.5552338
0,Negative,Positive,0.5553999
0,Negative,Positive,0.5563836
0,Negative,Positive,0.5560782
0,Negative,Positive,0.5557514
0,Negative,Positive,0.9627368
0,Negative,Positive,0.55654913
0,Negative,Positive,0.55500257
0,Negative,Positive,0.553669
0,Negative,Positive,0.5553937
0,Negative,Positive,0.681924
0,Negative,Positive,0.55541396
0,Negative,Positive,0.5554016
0,Negative,Positive,0.5571963
1,Positive,Negative,0.06279684
0,Negative,Positive,0.55296516
0,Negative,Positive,0.5554726
0,Negative,Positive,0.5554531
0,Negative,Positive,0.5543872
0,Negative,Positive,0.5049354
0,Negative,Positive,0.55563235
0,Negative,Positive,0.5556974
1,Positive,Negative,0.3953974
0,Negative,Positive,0.55540967
0,Negative,Positive,0.55169636
0,Negative,Positive,0.55544263
0,Negative,Positive,0.55503243
0,Negative,Positive,0.5557939
0,Negative,Positive,0.5555573
0,Negative,Positive,0.98684525
0,Negative,Positive,0.5554023
0,Negative,Positive,0.55319154
0,Negative,Positive,0.5579739
0,Negative,Positive,0.5365674
0,Negative,Positive,0.5578325
0,Negative,Positive,0.55522865
0,Negative,Positive,0.55696005
0,Negative,Positive,0.5544583
0,Negative,Positive,0.55515414
0,Negative,Positive,0.5553716
0,Negative,Positive,0.65941864
0,Negative,Positive,0.98546904
0,Negative,Positive,0.55568194
0,Negative,Positive,0.55544156
1,Positive,Negative,0.49743646
0,Negative,Positive,0.5735197
0,Negative,Positive,0.567085
0,Negative,Positive,0.5553144
0,Negative,Positive,0.5554136
0,Negative,Positive,0.55526984
0,Negative,Positive,0.5554129
0,Negative,Positive,0.55557555
0,Negative,Positive,0.76407766
0,Negative,Positive,0.55711883
0,Negative,Positive,0.5553266
1,Positive,Negative,0.19694926
0,Negative,Positive,0.5554181
0,Negative,Positive,0.55568665
1,Positive,Negative,0.229883
0,Negative,Positive,0.54935616
1,Positive,Negative,0.021401798
1,Positive,Negative,0.3886039
0,Negative,Positive,0.5331823
0,Negative,Positive,0.7005417
0,Negative,Positive,0.5552603
0,Negative,Positive,0.55568856
1,Positive,Negative,0.48947585
0,Negative,Positive,0.55551285
1,Positive,Negative,0.022271466
0,Negative,Positive,0.5551712
0,Negative,Positive,0.55698305
0,Negative,Positive,0.95875204
0,Negative,Positive,0.51077414
0,Negative,Positive,0.5530797
1,Positive,Negative,0.4073643
0,Negative,Positive,0.5535649
0,Negative,Positive,0.55537874
0,Negative,Positive,0.55239904
0,Negative,Positive,0.5555394
0,Negative,Positive,0.5556207
0,Negative,Positive,0.5553227
0,Negative,Positive,0.92526495
0,Negative,Positive,0.55810547
0,Negative,Positive,0.55547786
0,Negative,Positive,0.55491436
0,Negative,Positive,0.57108563
0,Negative,Positive,0.55554336
0,Negative,Positive,0.5393055
0,Negative,Positive,0.5548428
0,Negative,Positive,0.5557928
0,Negative,Positive,0.5555393
0,Negative,Positive,0.65477854
0,Negative,Positive,0.5546809
0,Negative,Positive,0.55539733
0,Negative,Positive,0.5554061
0,Negative,Positive,0.77853876
0,Negative,Positive,0.5537132
0,Negative,Positive,0.5545566
0,Negative,Positive,0.556094
0,Negative,Positive,0.5555318
0,Negative,Positive,0.9719938
0,Negative,Positive,0.55524933
0,Negative,Positive,0.5553981
1,Positive,Negative,0.008744039
1,Positive,Negative,0.44673863
0,Negative,Positive,0.55344915
0,Negative,Positive,0.5543956
0,Negative,Positive,0.55548334
0,Negative,Positive,0.5552085
0,Negative,Positive,0.5554129
0,Negative,Positive,0.9918501
0,Negative,Positive,0.55544215
1,Positive,Negative,0.36190116
0,Negative,Positive,0.5554327
0,Negative,Positive,0.55548
0,Negative,Positive,0.555995
0,Negative,Positive,0.5553599
0,Negative,Positive,0.55531293
0,Negative,Positive,0.5553686
1,Positive,Negative,0.26727563
0,Negative,Positive,0.55664676
0,Negative,Positive,0.5493173
0,Negative,Positive,0.56628734
0,Negative,Positive,0.55472046
0,Negative,Positive,0.555248
0,Negative,Positive,0.5557437
0,Negative,Positive,0.9197058
0,Negative,Positive,0.6403968
0,Negative,Positive,0.5555257
0,Negative,Positive,0.55540437
0,Negative,Positive,0.5554143
1,Positive,Negative,0.38718536
0,Negative,Positive,0.545518
1,Positive,Negative,0.14138983
0,Negative,Positive,0.5556177
1,Positive,Negative,0.45146278
0,Negative,Positive,0.55586576
0,Negative,Positive,0.55542725
0,Negative,Positive,0.55599284
0,Negative,Positive,0.5321258
0,Negative,Positive,0.5554954
0,Negative,Positive,0.64608717
0,Negative,Positive,0.555454
0,Negative,Positive,0.55547476
0,Negative,Positive,0.5576019
0,Negative,Positive,0.55490935
0,Negative,Positive,0.5553122
0,Negative,Positive,0.55585
0,Negative,Positive,0.55536556
0,Negative,Positive,0.5554983
0,Negative,Positive,0.55560404
0,Negative,Positive,0.5554126
0,Negative,Positive,0.5561839
0,Negative,Positive,0.55551124
0,Negative,Positive,0.5545489
0,Negative,Positive,0.7450521
0,Negative,Positive,0.5554387
0,Negative,Positive,0.5554474
0,Negative,Positive,0.55538785
0,Negative,Positive,0.5552509
0,Negative,Positive,0.5554424
0,Negative,Positive,0.5554
0,Negative,Positive,0.55392677
0,Negative,Positive,0.5551455
1,Positive,Negative,0.012293585
0,Negative,Positive,0.5554821
0,Negative,Positive,0.9741177
1,Positive,Negative,0.13665436
0,Negative,Positive,0.55522513
0,Negative,Positive,0.5557958
0,Negative,Positive,0.6815574
0,Negative,Positive,0.55534583
0,Negative,Positive,0.555037
0,Negative,Positive,0.5598886
0,Negative,Positive,0.5554049
0,Negative,Positive,0.5619666
0,Negative,Positive,0.55548507
0,Negative,Positive,0.5553356
0,Negative,Positive,0.55536693
0,Negative,Positive,0.5484583
0,Negative,Positive,0.5553606
0,Negative,Positive,0.5553199
0,Negative,Positive,0.5552571
0,Negative,Positive,0.5559475
0,Negative,Positive,0.555537
0,Negative,Positive,0.5553906
0,Negative,Positive,0.53377914
1,Positive,Negative,0.0030007767
0,Negative,Positive,0.81617445
0,Negative,Positive,0.55534256
0,Negative,Positive,0.56482834
0,Negative,Positive,0.5553027
0,Negative,Positive,0.5556696
0,Negative,Positive,0.55316216
0,Negative,Positive,0.55525243
0,Negative,Positive,0.5530976
0,Negative,Positive,0.5556345
1,Positive,Negative,0.34618255
0,Negative,Positive,0.555428
0,Negative,Positive,0.55549383
0,Negative,Positive,0.5553207
0,Negative,Positive,0.55515987
0,Negative,Positive,0.5551421
0,Negative,Positive,0.55527824
0,Negative,Positive,0.55662143
0,Negative,Positive,0.55444854
0,Negative,Positive,0.5554136
0,Negative,Positive,0.5551531
1,Positive,Negative,0.0013660006
0,Negative,Positive,0.5568136
0,Negative,Positive,0.5573198
0,Negative,Positive,0.5553219
0,Negative,Positive,0.5554485
0,Negative,Positive,0.6121585
0,Negative,Positive,0.55531645
0,Negative,Positive,0.5491289
0,Negative,Positive,0.5545195
0,Negative,Positive,0.9959899
1,Positive,Negative,0.46716315
0,Negative,Positive,0.5485063
0,Negative,Positive,0.5550296
0,Negative,Positive,0.5553903
0,Negative,Positive,0.57892084
0,Negative,Positive,0.55525863
1,Positive,Negative,0.04287172
0,Negative,Positive,0.55517876
0,Negative,Positive,0.5554168
0,Negative,Positive,0.5627263
0,Negative,Positive,0.58001333
0,Negative,Positive,0.55111164
0,Negative,Positive,0.5554296
0,Negative,Positive,0.5553929
0,Negative,Positive,0.55604774
0,Negative,Positive,0.5554098
0,Negative,Positive,0.55537826
0,Negative,Positive,0.6028136
0,Negative,Positive,0.55543226
0,Negative,Positive,0.55538785
0,Negative,Positive,0.55573314
0,Negative,Positive,0.5553993
0,Negative,Positive,0.555267
0,Negative,Positive,0.5554105
0,Negative,Positive,0.55541795
1,Positive,Negative,0.007944539
0,Negative,Positive,0.67851025
0,Negative,Positive,0.55175215
0,Negative,Positive,0.55634636
0,Negative,Positive,0.5553962
0,Negative,Positive,0.553635
1,Positive,Negative,0.0028323391
0,Negative,Positive,0.5559446
0,Negative,Positive,0.9236009
0,Negative,Positive,0.97723556
0,Negative,Positive,0.99971896
1,Positive,Negative,0.1808097
0,Negative,Positive,0.5554141
0,Negative,Positive,0.5555029
0,Negative,Positive,0.5553785
0,Negative,Positive,0.5560376
0,Negative,Positive,0.55546415
0,Negative,Positive,0.5485682
0,Negative,Positive,0.6216477
0,Negative,Positive,0.5549124
0,Negative,Positive,0.5136876
0,Negative,Positive,0.55539167
1,Positive,Negative,0.21229759
0,Negative,Positive,0.55530065
0,Negative,Positive,0.555368
1,Positive,Negative,0.41086003
0,Negative,Positive,0.5553985
0,Negative,Positive,0.55546796
0,Negative,Positive,0.54862183
0,Negative,Positive,0.55475867
0,Negative,Positive,0.7179295
1,Positive,Negative,0.17207798
0,Negative,Positive,0.5557324
0,Negative,Positive,0.55541015
0,Negative,Positive,0.55532753
0,Negative,Positive,0.5554368
0,Negative,Positive,0.61896414
0,Negative,Positive,0.5273988
0,Negative,Positive,0.5973674
0,Negative,Positive,0.5550417
0,Negative,Positive,0.5442439
0,Negative,Positive,0.5939592
0,Negative,Positive,0.5554217
0,Negative,Positive,0.5545045
0,Negative,Positive,0.5549387
0,Negative,Positive,0.75132316
0,Negative,Positive,0.5454415
0,Negative,Positive,0.5749665
0,Negative,Positive,0.55557096
0,Negative,Positive,0.5554287
0,Negative,Positive,0.5578683
0,Negative,Positive,0.55529463
0,Negative,Positive,0.55536836
1,Positive,Negative,0.4927527
0,Negative,Positive,0.55642354
0,Negative,Positive,0.5544064
0,Negative,Positive,0.5553689
1,Positive,Negative,0.033546306
0,Negative,Positive,0.5554318
0,Negative,Positive,0.5569917
0,Negative,Positive,0.55522114
0,Negative,Positive,0.55528533
0,Negative,Positive,0.55545336
0,Negative,Positive,0.9982462
0,Negative,Positive,0.5249471
0,Negative,Positive,0.897095
0,Negative,Positive,0.5207116
0,Negative,Positive,0.55522203
1,Positive,Negative,0.032222148
0,Negative,Positive,0.55543095
0,Negative,Positive,0.5551445
0,Negative,Positive,0.55261755
0,Negative,Positive,0.5509845
1,Positive,Negative,0.20681985
0,Negative,Positive,0.55526555
0,Negative,Positive,0.5554076
0,Negative,Positive,0.55544513
0,Negative,Positive,0.5554324
0,Negative,Positive,0.5553366
0,Negative,Positive,0.5479402
0,Negative,Positive,0.55596185
0,Negative,Positive,0.5548761
0,Negative,Positive,0.55437964
0,Negative,Positive,0.556078
0,Negative,Positive,0.5014553
0,Negative,Positive,0.7299647
1,Positive,Negative,0.08960211
1,Positive,Negative,0.00042598188
0,Negative,Positive,0.5546416
0,Negative,Positive,0.54721856
0,Negative,Positive,0.544438
0,Negative,Positive,0.52438927
0,Negative,Positive,0.5554042
0,Negative,Positive,0.5554522
0,Negative,Positive,0.5673149
0,Negative,Positive,0.5554629
0,Negative,Positive,0.555197
0,Negative,Positive,0.55535185
0,Negative,Positive,0.5509462
0,Negative,Positive,0.55535054
0,Negative,Positive,0.6648773
0,Negative,Positive,0.5594232
0,Negative,Positive,0.9185357
0,Negative,Positive,0.5554826
0,Negative,Positive,0.55526483
1,Positive,Negative,0.09476265
0,Negative,Positive,0.5561144
0,Negative,Positive,0.57327926
0,Negative,Positive,0.5539647
1,Positive,Negative,0.0015049845
0,Negative,Positive,0.55615807
0,Negative,Positive,0.55585515
0,Negative,Positive,0.55553037
0,Negative,Positive,0.5849488
0,Negative,Positive,0.5558938
1,Positive,Negative,0.38388747
0,Negative,Positive,0.54373807
0,Negative,Positive,0.5554264
0,Negative,Positive,0.55519855
0,Negative,Positive,0.5552334
0,Negative,Positive,0.55426335
0,Negative,Positive,0.5540267
1,Positive,Negative,0.00072148873
1,Positive,Negative,0.005860885
0,Negative,Positive,0.5175998
0,Negative,Positive,0.55561435
0,Negative,Positive,0.5587995
0,Negative,Positive,0.55531347
0,Negative,Positive,0.55539054
0,Negative,Positive,0.5553448
0,Negative,Positive,0.5553252
0,Negative,Positive,0.9924217
0,Negative,Positive,0.5551101
0,Negative,Positive,0.55532384
0,Negative,Positive,0.55617535
1,Positive,Negative,0.2864665
0,Negative,Positive,0.55461997
0,Negative,Positive,0.6064127
0,Negative,Positive,0.55114955
0,Negative,Positive,0.55472016
0,Negative,Positive,0.99211025
0,Negative,Positive,0.55422735
0,Negative,Positive,0.55586123
0,Negative,Positive,0.5553019
0,Negative,Positive,0.55528116
0,Negative,Positive,0.5565446
0,Negative,Positive,0.55517423
0,Negative,Positive,0.5552639
0,Negative,Positive,0.5553028
0,Negative,Positive,0.5556045
0,Negative,Positive,0.55552703
0,Negative,Positive,0.56704617
0,Negative,Positive,0.548663
0,Negative,Positive,0.55558527
0,Negative,Positive,0.55548203
0,Negative,Positive,0.5523313
0,Negative,Positive,0.55504316
0,Negative,Positive,0.59833056
0,Negative,Positive,0.55455816
1,Positive,Negative,0.053130675
0,Negative,Positive,0.54474556
0,Negative,Positive,0.6154568
0,Negative,Positive,0.55635893
0,Negative,Positive,0.775934
0,Negative,Positive,0.5552792
0,Negative,Positive,0.55485076
0,Negative,Positive,0.555351
0,Negative,Positive,0.5550541
0,Negative,Positive,0.5547922
1,Positive,Negative,0.013063731
0,Negative,Positive,0.5534986
1,Positive,Negative,0.41707653
0,Negative,Positive,0.5570282
0,Negative,Positive,0.555396
0,Negative,Positive,0.55529225
0,Negative,Positive,0.99414474
0,Negative,Positive,0.54472554
1,Positive,Negative,0.006983689
0,Negative,Positive,0.5554776
0,Negative,Positive,0.55546933
1,Positive,Negative,0.43014687
1,Positive,Negative,0.05314716
0,Negative,Positive,0.55539864
1,Positive,Negative,0.24148563
0,Negative,Positive,0.5554392
0,Negative,Positive,0.99329144
0,Negative,Positive,0.5553766
0,Negative,Positive,0.5723346
0,Negative,Positive,0.5552642
0,Negative,Positive,0.55674523
0,Negative,Positive,0.55138004
0,Negative,Positive,0.54810506
1,Positive,Negative,0.4366133
0,Negative,Positive,0.556388
0,Negative,Positive,0.5558593
0,Negative,Positive,0.55563754
0,Negative,Positive,0.5553917
0,Negative,Positive,0.5554498
0,Negative,Positive,0.9995859
0,Negative,Positive,0.55535305
1,Positive,Negative,0.016179046
0,Negative,Positive,0.5554429
1,Positive,Negative,0.04862374
0,Negative,Positive,0.55390733
0,Negative,Positive,0.8646066
0,Negative,Positive,0.53393495
0,Negative,Positive,0.58345395
0,Negative,Positive,0.55493265
0,Negative,Positive,0.5556178
0,Negative,Positive,0.7243263
0,Negative,Positive,0.5564532
0,Negative,Positive,0.97866815
0,Negative,Positive,0.5606767
0,Negative,Positive,0.557035
0,Negative,Positive,0.56037885
0,Negative,Positive,0.555488
0,Negative,Positive,0.55493
0,Negative,Positive,0.5549938
0,Negative,Positive,0.55487895
0,Negative,Positive,0.54428893
0,Negative,Positive,0.5555668
0,Negative,Positive,0.5544727
0,Negative,Positive,0.9732418
1,Positive,Negative,0.15163101
0,Negative,Positive,0.5554421
0,Negative,Positive,0.5565961
0,Negative,Positive,0.555448
0,Negative,Positive,0.5554434
0,Negative,Positive,0.55691624
0,Negative,Positive,0.5378694
0,Negative,Positive,0.9967226
1,Positive,Negative,0.20271748
0,Negative,Positive,0.55516934
0,Negative,Positive,0.55545706
0,Negative,Positive,0.55538166
0,Negative,Positive,0.5553645
1,Positive,Negative,0.48006457
0,Negative,Positive,0.5557933
1,Positive,Negative,0.0017941091
0,Negative,Positive,0.5550873
0,Negative,Positive,0.5554567
0,Negative,Positive,0.5547571
0,Negative,Positive,0.5553411
1,Positive,Negative,0.044678885
0,Negative,Positive,0.5553231
0,Negative,Positive,0.555494
0,Negative,Positive,0.55558527
0,Negative,Positive,0.55564284
0,Negative,Positive,0.5552227
0,Negative,Positive,0.5638531
0,Negative,Positive,0.5556658
1,Positive,Negative,0.041573785
0,Negative,Positive,0.555242
0,Negative,Positive,0.55527604
0,Negative,Positive,0.5556376
0,Negative,Positive,0.5559576
0,Negative,Positive,0.5562533
0,Negative,Positive,0.5554087
0,Negative,Positive,0.5549581
0,Negative,Positive,0.55709434
0,Negative,Positive,0.55562776
0,Negative,Positive,0.555461
0,Negative,Positive,0.5582606
0,Negative,Positive,0.551093
0,Negative,Positive,0.55539954
0,Negative,Positive,0.55539775
0,Negative,Positive,0.55585635
0,Negative,Positive,0.55542815
0,Negative,Positive,0.55539286
