Review,Actual,Predicted,Probability
1,Positive,Negative,0.0035401478
0,Negative,Positive,0.98699343
1,Positive,Negative,0.0010958891
1,Positive,Negative,1.5085206e-05
1,Positive,Negative,0.00022624165
0,Negative,Positive,0.9987306
1,Positive,Negative,7.532674e-09
0,Negative,Positive,0.99858403
0,Negative,Positive,0.9771615
0,Negative,Positive,0.97406894
0,Negative,Positive,0.99938655
0,Negative,Positive,0.5643973
0,Negative,Positive,0.99890816
0,Negative,Positive,0.99994195
0,Negative,Positive,0.99840504
0,Negative,Positive,0.999999
1,Positive,Negative,0.00055539137
0,Negative,Positive,0.9999998
0,Negative,Positive,0.65135586
0,Negative,Positive,0.50213736
0,Negative,Positive,0.9991785
1,Positive,Negative,0.00030258973
1,Positive,Negative,0.05720909
0,Negative,Positive,0.88875973
0,Negative,Positive,0.98632795
1,Positive,Negative,0.4162811
1,Positive,Negative,0.1745178
1,Positive,Negative,0.017874895
1,Positive,Negative,0.30509618
0,Negative,Positive,0.84598625
1,Positive,Negative,0.00015310869
1,Positive,Negative,0.027614567
0,Negative,Positive,0.6035167
1,Positive,Negative,0.060280826
0,Negative,Positive,0.9908768
0,Negative,Positive,0.9999971
1,Positive,Negative,7.521191e-07
1,Positive,Negative,0.00021540445
1,Positive,Negative,0.45963824
0,Negative,Positive,0.99726564
0,Negative,Positive,0.99998814
1,Positive,Negative,1.7358391e-06
0,Negative,Positive,0.9999942
1,Positive,Negative,3.8620383e-05
1,Positive,Negative,0.00039059122
1,Positive,Negative,0.48009354
1,Positive,Negative,0.007179853
0,Negative,Positive,0.99992883
1,Positive,Negative,3.7565087e-06
1,Positive,Negative,0.019476896
0,Negative,Positive,0.83293
1,Positive,Negative,1.50205515e-05
1,Positive,Negative,0.13737479
0,Negative,Positive,0.9036523
0,Negative,Positive,0.99997634
0,Negative,Positive,0.99854964
1,Positive,Negative,7.3085275e-08
0,Negative,Positive,0.7686648
0,Negative,Positive,0.9980498
1,Positive,Negative,0.1875554
0,Negative,Positive,0.99999976
0,Negative,Positive,0.9999987
0,Negative,Positive,0.99973375
1,Positive,Negative,0.00012269833
1,Positive,Negative,1.8450191e-06
0,Negative,Positive,0.99999976
0,Negative,Positive,0.9519846
1,Positive,Negative,5.6873032e-05
0,Negative,Positive,0.5603007
1,Positive,Negative,2.748895e-07
1,Positive,Negative,0.3120095
0,Negative,Positive,0.999996
0,Negative,Positive,0.9999958
0,Negative,Positive,0.960793
1,Positive,Negative,0.19574125
0,Negative,Positive,0.7809772
1,Positive,Negative,0.3340643
1,Positive,Negative,0.014571414
1,Positive,Negative,4.433134e-05
0,Negative,Positive,0.62319773
0,Negative,Positive,0.9028443
1,Positive,Negative,0.2613637
0,Negative,Positive,0.99999994
0,Negative,Positive,0.99995184
1,Positive,Negative,0.0026885218
1,Positive,Negative,0.13709228
1,Positive,Negative,2.3544258e-06
0,Negative,Positive,0.99902457
1,Positive,Negative,0.002997778
0,Negative,Positive,0.99998397
0,Negative,Positive,0.99535125
1,Positive,Negative,0.00038726383
0,Negative,Positive,0.9626239
1,Positive,Negative,0.00020769484
1,Positive,Negative,0.00024249905
1,Positive,Negative,0.0013889214
1,Positive,Negative,0.000403986
0,Negative,Positive,1.0
1,Positive,Negative,1.6136366e-05
0,Negative,Positive,0.61064065
1,Positive,Negative,0.0012368981
0,Negative,Positive,0.9997788
1,Positive,Negative,0.0037664943
1,Positive,Negative,0.08258823
1,Positive,Negative,0.0010628161
1,Positive,Negative,2.841151e-05
1,Positive,Negative,2.0714859e-05
0,Negative,Positive,0.9769172
0,Negative,Positive,0.7229559
